code,description
MEDICATION//DiphenhydrAMINE//Not Given,
MEDICATION//Epoetin Alfa//Administered,
MEDICATION//STOP//Epoetin Alfa,
MEDICATION//START//Heparin (Hemodialysis),
MEDICATION//Heparin (Hemodialysis)//Administered,
DIAGNOSIS//ICD//10//S72145A,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture"
DIAGNOSIS//ICD//10//W010XXA,"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter"
DIAGNOSIS//ICD//10//E7800,"Pure hypercholesterolemia, unspecified"
DIAGNOSIS//ICD//10//Y92121,Bathroom in nursing home as the place of occurrence of the external cause
DIAGNOSIS//ICD//10//E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
DRG//APR//308//HIP & FEMUR FRACTURE REPAIR,
DRG//HCFA//480//HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,
MEDICATION//STOP//Heparin (Hemodialysis),
HOSPITAL_ADMISSION//EU OBSERVATION//TRANSFER FROM HOSPITAL,
DIAGNOSIS//ICD//10//R2232,"Localized swelling, mass and lump, left upper limb"
DIAGNOSIS//ICD//10//R200,Anesthesia of skin
HOSPITAL_ADMISSION//OBSERVATION ADMIT//WALK-IN/SELF REFERRAL,
MEDICATION//STOP//Calcium Acetate,
MEDICATION//START//Calcium Acetate,
MEDICATION//Calcium Acetate//Administered,
MEDICATION//LORazepam//Not Given,
MEDICATION//Calcium Acetate//Not Given,
PROCEDURE//ICD//10//B51W1ZZ,Fluoroscopy of Dialysis Shunt/Fistula using Low Osmolar Contrast
PROCEDURE//ICD//10//057F3ZZ,"Dilation of Left Cephalic Vein, Percutaneous Approach"
PROCEDURE//ICD//10//057A3ZZ,"Dilation of Left Brachial Vein, Percutaneous Approach"
MEDICATION//Sarna Lotion//Not Given,
MEDICATION//Heparin (Hemodialysis)//Not Given,
MEDICATION//sevelamer CARBONATE//UNK,
DIAGNOSIS//ICD//10//T82868A,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter"
DIAGNOSIS//ICD//10//Y713,"Surgical instruments, materials and cardiovascular devices (including sutures) associated with adverse incidents"
DIAGNOSIS//ICD//10//Z95820,Peripheral vascular angioplasty status with implants and grafts
DIAGNOSIS//ICD//10//L03114,Cellulitis of left upper limb
DIAGNOSIS//ICD//10//Z89431,Acquired absence of right foot
DIAGNOSIS//ICD//10//L281,Prurigo nodularis
DIAGNOSIS//ICD//10//L97511,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin
DRG//HCFA//252//OTHER VASCULAR PROCEDURES W MCC,
DRG//APR//182//OTHER PERIPHERAL VASCULAR PROCEDURES,
MEDICATION//Finasteride//Administered,
MEDICATION//START//Finasteride,
PROCEDURE//ICD//10//02RF38Z,"Replacement of Aortic Valve with Zooplastic Tissue, Percutaneous Approach"
LAB//227580//cmH2O,
LAB//227579//cmH2O,
LAB//227577//UNK,
LAB//227578//UNK,
LAB//227582//L/min,
MEDICATION//Nitroglycerin//Not Started,
MEDICATION//STOP//Finasteride,
PROCEDURE//ICD//10//3E053GC,"Introduction of Other Therapeutic Substance into Peripheral Artery, Percutaneous Approach"
MEDICATION//Digoxin//Not Given,
DIAGNOSIS//ICD//10//R34,Anuria and oliguria
DIAGNOSIS//ICD//10//T81718A,"Complication of other artery following a procedure, not elsewhere classified, initial encounter"
DIAGNOSIS//ICD//10//Z006,Encounter for examination for normal comparison and control in clinical research program
DIAGNOSIS//ICD//10//N401,Benign prostatic hyperplasia with lower urinary tract symptoms
DIAGNOSIS//ICD//10//T370X5A,"Adverse effect of sulfonamides, initial encounter"
DIAGNOSIS//ICD//10//I724,Aneurysm of artery of lower extremity
DIAGNOSIS//ICD//10//D702,Other drug-induced agranulocytosis
DIAGNOSIS//ICD//10//L723,Sebaceous cyst
DIAGNOSIS//ICD//10//B964,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere
DIAGNOSIS//ICD//10//R3911,Hesitancy of micturition
DRG//HCFA//266//ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,
DRG//APR//175//PERCUTANEOUS CORONARY INTERVENTION W/O AMI,
MEDICATION//HydrALAZINE//Administered,
MEDICATION//START//Salmeterol Xinafoate Diskus (50 mcg),
MEDICATION//Salmeterol Xinafoate Diskus (50 mcg)//Administered,
MEDICATION//HydrALAZINE//Not Given,
MEDICATION//START//AcetaZOLamide,
MEDICATION//AcetaZOLamide//Administered,
MEDICATION//Doxycycline Hyclate//Administered,
MEDICATION//Metoprolol Succinate XL//Delayed Administered,
MEDICATION//STOP//AcetaZOLamide,
MEDICATION//Lisinopril//Not Given,
MEDICATION//Salmeterol Xinafoate Diskus (50 mcg)//Not Given,
MEDICATION//Torsemide//Administered,
MEDICATION//STOP//Torsemide,
MEDICATION//START//Torsemide,
DIAGNOSIS//ICD//10//N400,Benign prostatic hyperplasia without lower urinary tract symptoms
DIAGNOSIS//ICD//10//N184,"Chronic kidney disease, stage 4 (severe)"
DIAGNOSIS//ICD//10//R5381,Other malaise
DIAGNOSIS//ICD//10//L03116,Cellulitis of left lower limb
DIAGNOSIS//ICD//10//Q6432,Congenital stricture of urethra
DIAGNOSIS//ICD//10//F4329,Adjustment disorder with other symptoms
DRG//APR//194//HEART FAILURE,
DRG//HCFA//291//HEART FAILURE & SHOCK W MCC,
MEDICATION//STOP//Salmeterol Xinafoate Diskus (50 mcg),
PROCEDURE//ICD//10//B415YZZ,Fluoroscopy of Inferior Mesenteric Artery using Other Contrast
PROCEDURE//ICD//10//B414YZZ,Fluoroscopy of Superior Mesenteric Artery using Other Contrast
MEDICATION//Etomidate//Administered,
MEDICATION//Fentanyl Citrate//Not Started,
MEDICATION//Succinylcholine//Administered,
MEDICATION//Fentanyl Citrate//Delayed Started,
MEDICATION//START//Succinylcholine,
MEDICATION//START//Aminocaproic Acid,
MEDICATION//Aminocaproic Acid//Administered,
INFUSION_START//229058,6-aminocaproic acid Injectable Solution [Amicar]
MEDICATION//Aminocaproic Acid//Started,
PROCEDURE//ICD//10//0DC68ZZ,"Extirpation of Matter from Stomach, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//04HL33Z,"Insertion of Infusion Device into Left Femoral Artery, Percutaneous Approach"
PROCEDURE//ICD//10//04L23DZ,"Occlusion of Gastric Artery with Intraluminal Device, Percutaneous Approach"
INFUSION_END//229058,6-aminocaproic acid Injectable Solution [Amicar]
MEDICATION//Aminocaproic Acid//Stopped - Unscheduled,
MEDICATION//STOP//Succinylcholine,
MEDICATION//STOP//Aminocaproic Acid,
MEDICATION//Octreotide Acetate//Started,
MEDICATION//Aminocaproic Acid//Confirmed,
MEDICATION//Octreotide Acetate//Confirmed,
MEDICATION//Desmopressin Acetate//Administered,
MEDICATION//Aminocaproic Acid//Stopped,
LAB//228854//UNK,
SUBJECT_FLUID_OUTPUT//227701//ml,
MEDICATION//START//Scopolamine Patch,
DIAGNOSIS//ICD//10//Z953,Presence of xenogenic heart valve
DIAGNOSIS//ICD//10//Z87442,Personal history of urinary calculi
DIAGNOSIS//ICD//10//I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
DIAGNOSIS//ICD//10//I5042,Chronic combined systolic (congestive) and diastolic (congestive) heart failure
DIAGNOSIS//ICD//10//K921,Melena
DRG//APR//254//OTHER DIGESTIVE SYSTEM DIAGNOSES,
MEDICATION//STOP//Scopolamine Patch,
PROCEDURE//ICD//9//8853,Angiocardiography of left heart structures
TRANSFER_TO//admit//Observation,
LAB//226889//UNK,
MEDICATION//STOP//irbesartan,
MEDICATION//Finasteride//Not Given,
MEDICATION//irbesartan//Not Given,
MEDICATION//START//Timolol Maleate 0.5%,
MEDICATION//MetFORMIN XR (Glucophage XR)//Administered,
MEDICATION//Timolol Maleate 0.5%//Administered,
MEDICATION//Finasteride//Delayed Administered,
MEDICATION//irbesartan//Delayed Administered,
MEDICATION//START//irbesartan,
MEDICATION//irbesartan//Administered,
DIAGNOSIS//ICD//9//E8790,"Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
DIAGNOSIS//ICD//9//7843,Aphasia
DIAGNOSIS//ICD//9//41402,Coronary atherosclerosis of autologous vein bypass graft
DIAGNOSIS//ICD//9//78194,Facial weakness
DIAGNOSIS//ICD//9//99702,Iatrogenic cerebrovascular infarction or hemorrhage
DIAGNOSIS//ICD//9//V4501,Cardiac pacemaker in situ
DRG//APR//192//CARDIAC CATHETERIZATION FOR OTHER NON-CORONARY CONDITIONS,
"DRG//HCFA//287//CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",
MEDICATION//STOP//Timolol Maleate 0.5%,
MEDICATION//START//Glycerin Supps,
DIAGNOSIS//ICD//9//43310,Occlusion and stenosis of carotid artery without mention of cerebral infarction
DIAGNOSIS//ICD//9//78469,Other symbolic dysfunction
DIAGNOSIS//ICD//9//78830,"Urinary incontinence, unspecified"
DRG//APR//45//CVA & PRECEREBRAL OCCLUSION W INFARCT,
DRG//HCFA//65//INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,
MEDICATION//STOP//Glycerin Supps,
LAB//229032//UNK,
LAB//51077//mg/dL,Calcium [Mass/volume] in Urine
MEDICATION//UNK//Delayed Confirmed,
MEDICATION//Tamsulosin//Not Given,
MEDICATION//Calcium Carbonate//Delayed Administered,
MEDICATION//Lidocaine Jelly 2% (Urojet)//Not Given,
DIAGNOSIS//ICD//9//431,Intracerebral hemorrhage
DIAGNOSIS//ICD//9//82021,Closed fracture of intertrochanteric section of neck of femur
DIAGNOSIS//ICD//9//43811,"Late effects of cerebrovascular disease, aphasia"
DIAGNOSIS//ICD//9//E8889,Unspecified fall
DIAGNOSIS//ICD//9//4380,"Late effects of cerebrovascular disease, cognitive deficits"
DIAGNOSIS//ICD//9//43889,Other late effects of cerebrovascular disease
DIAGNOSIS//ICD//9//E9352,Other opiates and related narcotics causing adverse effects in therapeutic use
DIAGNOSIS//ICD//9//43820,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side"
PROCEDURE//ICD//9//4573,Open and other right hemicolectomy
INFUSION_START//226367,
INFUSION_END//226367,
MEDICATION//START//Albumin 5% ,
MEDICATION//STOP//Albumin 5% ,
PROCEDURE//ICD//9//4620,"Ileostomy, not otherwise specified"
PROCEDURE//ICD//9//5359,Repair of other hernia of anterior abdominal wall
INFUSION_START//225945,lidocaine Injection
INFUSION_END//225945,lidocaine Injection
MEDICATION//START//Cisatracurium Besylate,
MEDICATION//STOP//Cisatracurium Besylate,
MEDICATION//START//Lidocaine,
MEDICATION//STOP//Lidocaine,
MEDICATION//START//Albumin 5%,
MEDICATION//START//Sodium Glycerophosphate,
MEDICATION//STOP//Albumin 5%,
MEDICATION//STOP//Sodium Glycerophosphate,
INFUSION_START//229011,
INFUSION_END//229011,
LAB//224456//UNK,
LAB//224114//UNK,
LAB//225182//UNK,
LAB//225180//UNK,
MEDICATION//START//Opium Tincture,
MEDICATION//Insulin//Administered in Other Location,
MEDICATION//STOP//Opium Tincture,
MEDICATION//Warfarin//Administered in Other Location,
MEDICATION//Erythromycin//Not Given,
MEDICATION//Opium Tincture//Administered,
MEDICATION//Rosuvastatin Calcium//Not Given,
MEDICATION//Opium Tincture//Not Given,
PROCEDURE//ICD//9//4311,Percutaneous [endoscopic] gastrostomy [PEG]
MEDICATION//Magnesium Sulfate//Partial Administered,
MEDICATION//START//Nystatin Oral Suspension,
MEDICATION//Nystatin Oral Suspension//Administered,
MEDICATION//Influenza Virus Vaccine//Not Given,
DIAGNOSIS//ICD//9//55329,Other ventral hernia without mention of obstruction or gangrene
DIAGNOSIS//ICD//9//V4572,Acquired absence of intestine (large) (small)
DIAGNOSIS//ICD//9//5570,Acute vascular insufficiency of intestine
DIAGNOSIS//ICD//9//514,Pulmonary congestion and hypostasis
DIAGNOSIS//ICD//9//4271,Paroxysmal ventricular tachycardia
DIAGNOSIS//ICD//9//78838,Overflow incontinence
DIAGNOSIS//ICD//9//1120,Candidiasis of mouth
MEDICATION//STOP//Nystatin Oral Suspension,
PROCEDURE//ICD//9//4651,Closure of stoma of small intestine
MEDICATION//Ketorolac//Not Given,
MEDICATION//Acetaminophen IV//Not Given,
MEDICATION//Pantoprazole//Started,
LAB//228867//UNK,
MEDICATION//START//Artificial Tears Preserv. Free,
MEDICATION//Lidocaine 1%//Administered,
MEDICATION//CeftriaXONE//Not Given,
MEDICATION//Fluconazole//Not Given,
PROCEDURE//ICD//9//9357,Application of other wound dressing
DIAGNOSIS//ICD//9//99830,"Disruption of wound, unspecified"
DIAGNOSIS//ICD//9//53012,Acute esophagitis
DIAGNOSIS//ICD//9//V552,Attention to ileostomy
DIAGNOSIS//ICD//9//V5832,Encounter for removal of sutures
DIAGNOSIS//ICD//9//53290,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction"
DIAGNOSIS//ICD//9//53190,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction"
DRG//HCFA//345//MINOR SMALL & LARGE BOWEL PROCEDURES W CC,
DRG//APR//223//OTHER SMALL & LARGE BOWEL PROCEDURES,
MEDICATION//STOP//Artificial Tears Preserv. Free,
MEDICATION//START//Enalaprilat,
DIAGNOSIS//ICD//9//56981,"Fistula of intestine, excluding rectum and anus"
DIAGNOSIS//ICD//9//V4365,Knee joint replacement
DIAGNOSIS//ICD//9//42769,Other premature beats
DIAGNOSIS//ICD//9//29420,"Dementia, unspecified, without behavioral disturbance"
DIAGNOSIS//ICD//9//9986,Persistent postoperative fistula
DIAGNOSIS//ICD//9//42842,Chronic combined systolic and diastolic heart failure
DIAGNOSIS//ICD//9//56722,Peritoneal abscess
DIAGNOSIS//ICD//9//5579,Unspecified vascular insufficiency of intestine
"DRG//APR//721//POST-OPERATIVE, POST-TRAUMATIC, OTHER DEVICE INFECTIONS",
DRG//HCFA//862//POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,
MEDICATION//STOP//Enalaprilat,
MEDICATION//Enalaprilat//Administered,
"MEDICATION//Alteplase 1mg/2mL ( Clearance ie. PICC, tunneled access line )//Administered",
MEDICATION//START//Linezolid,
MEDICATION//Linezolid//Administered,
DIAGNOSIS//ICD//9//78451,Dysarthria
DIAGNOSIS//ICD//9//42833,Acute on chronic diastolic heart failure
DRG//HCFA//292//HEART FAILURE & SHOCK W CC,
MEDICATION//STOP//Linezolid,
MEDICATION//Amoxicillin-Clavulanic Acid//Administered,
MEDICATION//START//Enalapril Maleate,
MEDICATION//Atenolol//Administered,
MEDICATION//Enalapril Maleate//Administered,
MEDICATION//Ciprofloxacin//Not Given,
MEDICATION//STOP//Enalapril Maleate,
MEDICATION//STOP//Dronabinol,
MEDICATION//START//Dronabinol,
DIAGNOSIS//ICD//10//W1830XA,"Fall on same level, unspecified, initial encounter"
DIAGNOSIS//ICD//10//I671,"Cerebral aneurysm, nonruptured"
DIAGNOSIS//ICD//10//Y92512,"Supermarket, store or market as the place of occurrence of the external cause"
DIAGNOSIS//ICD//10//Z853,Personal history of malignant neoplasm of breast
DIAGNOSIS//ICD//10//M4854XA,"Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture"
DIAGNOSIS//ICD//10//S2242XA,"Multiple fractures of ribs, left side, initial encounter for closed fracture"
DIAGNOSIS//ICD//10//E876,Hypokalemia
DIAGNOSIS//ICD//10//R55,Syncope and collapse
DRG//APR//204//SYNCOPE & COLLAPSE,
LAB//51195//UNK,Platelet aggregation collagen induced [Units/volume] in Blood
LAB//51135//UNK,Adenosine diphosphate [Mass/volume] in Serum
LAB//51142//UNK,Arachidonate (C20:4w6) [Moles/volume] in Serum or Plasma
PROCEDURE//ICD//10//03VL3DZ,"Restriction of Left Internal Carotid Artery with Intraluminal Device, Percutaneous Approach"
PROCEDURE//ICD//10//03VG3DZ,"Restriction of Intracranial Artery with Intraluminal Device, Percutaneous Approach"
TRANSFER_TO//transfer//Neuro Stepdown,
ICU_ADMISSION//Neuro Stepdown,
MEDICATION//Atenolol//Not Given,
MEDICATION//Enalapril Maleate//Not Given,
MEDICATION//LevETIRAcetam//Not Given,
MEDICATION//Phosphorus//Not Given,
MEDICATION//Atenolol//Delayed Administered,
ICU_DISCHARGE//Neuro Stepdown,
DIAGNOSIS//ICD//10//I97131,Postprocedural heart failure following other surgery
DIAGNOSIS//ICD//10//I9752,Accidental puncture and laceration of a circulatory system organ or structure during other procedure
DIAGNOSIS//ICD//10//J942,Hemothorax
DIAGNOSIS//ICD//10//I5031,Acute diastolic (congestive) heart failure
DIAGNOSIS//ICD//10//G936,Cerebral edema
DIAGNOSIS//ICD//10//I97618,Postprocedural hemorrhage of a circulatory system organ or structure following other circulatory system procedure
DIAGNOSIS//ICD//10//R4701,Aphasia
DIAGNOSIS//ICD//10//I9581,Postprocedural hypotension
DIAGNOSIS//ICD//10//Y834,"Other reconstructive surgery as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
DRG//HCFA//25//CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,
MEDICATION//NiCARdipine//Started,
MEDICATION//START//PHENObarbital ,
MEDICATION//START//PHENObarbital,
PROCEDURE//ICD//9//9462,Alcohol detoxification
MEDICATION//STOP//PHENObarbital ,
MEDICATION//STOP//PHENObarbital,
MEDICATION//PHENObarbital - ICU Alcohol Withdrawal (Initial Load / Rescue Dose)//Not Given,
DIAGNOSIS//ICD//9//29181,Alcohol withdrawal
DIAGNOSIS//ICD//9//85221,"Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness"
DIAGNOSIS//ICD//9//E8150,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
DIAGNOSIS//ICD//9//30391,"Other and unspecified alcohol dependence, continuous"
DIAGNOSIS//ICD//9//8054,Closed fracture of lumbar vertebra without mention of spinal cord injury
"DRG//HCFA//86//TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",
DRG//APR//55//HEAD TRAUMA W COMA >1 HR OR HEMORRHAGE,
PROCEDURE//ICD//9//0124,Other craniotomy
MEDICATION//START//Doxazosin,
DIAGNOSIS//ICD//9//5855,"Chronic kidney disease, Stage V"
DIAGNOSIS//ICD//9//85220,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
DIAGNOSIS//ICD//9//40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease"
DRG//APR//20//CRANIOTOMY FOR TRAUMA,
DRG//HCFA//26//CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W CC,
MEDICATION//STOP//Doxazosin,
PROCEDURE//ICD//9//6563,Laparoscopic removal of both ovaries and tubes at same operative episode
PROCEDURE//ICD//9//5732,Other cystoscopy
PROCEDURE//ICD//9//6841,Laparoscopic total abdominal hysterectomy
MEDICATION//START//Paroxetine,
MEDICATION//START//Gentamicin,
MEDICATION//STOP//Gentamicin,
DIAGNOSIS//ICD//9//6202,Other and unspecified ovarian cyst
DIAGNOSIS//ICD//9//4928,Other emphysema
DRG//HCFA//743//UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,
DRG//APR//513//UTERINE & ADNEXA PROCEDURES FOR NON-MALIGNANCY EXCEPT LEIOMYOMA,
MEDICATION//STOP//Paroxetine,
LAB//51269//%,Promyelocytes/100 leukocytes in Blood by Manual count
LAB//51247//UNK,
LAB//51338//UNK,Immunophenotyping study
MEDICATION//MethylPREDNISolone Sodium Succ//Administered,
MEDICATION//OSELTAMivir//Administered,
MEDICATION//Norepinephrine//Stopped,
MEDICATION//START//Hydroxyurea,
MEDICATION//STOP//Hydroxyurea,
MEDICATION//START//PrednisoLONE Acetate 1% Ophth. Susp.,
MEDICATION//STOP//PrednisoLONE Acetate 1% Ophth. Susp.,
MEDICATION//PrednisoLONE Acetate 1% Ophth. Susp.//Administered,
MEDICATION//OLANZapine//Administered,
LAB//227133//UNK,
MEDICATION//START//Clobetasol Propionate 0.05% Ointment,
MEDICATION//Clobetasol Propionate 0.05% Ointment//Administered,
MEDICATION//Levalbuterol Neb//Administered,
MEDICATION//STOP//Clobetasol Propionate 0.05% Ointment,
MEDICATION//START//Triamcinolone Acetonide 0.1% Ointment,
MEDICATION//START//Fluticasone-Salmeterol Diskus (100/50),
MEDICATION//STOP//Hydrocortisone (Rectal) 2.5% Cream,
MEDICATION//START//Hydrocortisone (Rectal) 2.5% Cream,
MEDICATION//START//Maalox/Diphenhydramine/Lidocaine,
PROCEDURE//ICD//10//0D598ZZ,"Destruction of Duodenum, Via Natural or Artificial Opening Endoscopic"
MEDICATION//START//Lidocaine Viscous 2%,
MEDICATION//STOP//Maalox/Diphenhydramine/Lidocaine,
DIAGNOSIS//ICD//10//K259,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
DIAGNOSIS//ICD//10//K264,Chronic or unspecified duodenal ulcer with hemorrhage
DIAGNOSIS//ICD//10//T504X5A,"Adverse effect of drugs affecting uric acid metabolism, initial encounter"
DIAGNOSIS//ICD//10//D471,Chronic myeloproliferative disease
DIAGNOSIS//ICD//10//L271,Localized skin eruption due to drugs and medicaments taken internally
DRG//HCFA//871//SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,
MEDICATION//STOP//Triamcinolone Acetonide 0.1% Ointment,
MEDICATION//STOP//Fluticasone-Salmeterol Diskus (100/50),
MEDICATION//STOP//Lidocaine Viscous 2%,
LAB//51231//UNK,
PROCEDURE//ICD//10//0DQ98ZZ,"Repair Duodenum, Via Natural or Artificial Opening Endoscopic"
